# ----------------------------------------
# 1 Master View
# Product Details
# 20220101-20221231
# ----------------------------------------

Product SKU,Product,Product Brand,Product Category Level 1,Product Revenue,Quantity,Avg. Price
GGOEGAEJ147116,Google SF Campus Zip Hoodie,Google,Clearance,US$46.40,2,US$23.20
9184830,Google Light Pen Red,Google,Writing Instruments,US$46.20,27,US$1.71
9184858,Google Tee Green,Google,Clearance,US$46.20,5,US$9.24
GGOEYAEJ120316,YouTube Icon Tee Grey,YouTube,Writing Instruments,US$46.20,3,US$15.40
9200328,Google Black Cloud Polo,Google Cloud,Apparel,US$46.00,1,US$46.00
9195740,Chrome Dino Marine Layer Tee,Google,Collections,US$45.00,1,US$45.00
9195743,Chrome Dino Marine Layer Tee,Google,Collections,US$45.00,1,US$45.00
GGOEGHGA118599,Google Blue Kids Sunglasses,Google,Collections,US$45.00,11,US$4.09
9196951,Google NYC Campus Bottle,Google,View All-Campus Collection,US$44.80,4,US$11.20
9200334,Google Black Cloud Tee,Google Cloud,Apparel,US$44.80,2,US$22.40
9200339,Google Black Cloud Tee,Google Cloud,Apparel,US$44.80,2,US$22.40
GGOECAEB163614,Google Black Cloud Tee,Google Cloud,Google,US$44.80,2,US$22.40
GGOECAEB163615,Google Black Cloud Tee,Google Cloud,Shop by Brand,US$44.80,2,US$22.40
GGOEGAAD204217,Google Heather Russet Jersey Tee,(not set),Apparel,US$44.80,2,US$22.40
GGOEGAAL204516,Google Marled Midnight Tee,(not set),Apparel,US$44.80,2,US$22.40
GGOEGAAP204117,Google Heather Plum Jersey Tee,(not set),Apparel,US$44.80,2,US$22.40
GGOEGAEH174917,Google Vintage Olive Tee,(not set),Men's,US$44.80,2,US$22.40
GGOEGAEQ188915,Google Classic White Organic F/C Tee,Google,Google Classic White Organic F,US$44.80,2,US$22.40
GGOEGDNR147599,Google Super G Tumbler (Red Lid),(not set),Collections,US$44.80,2,US$22.40
GGOEGPBQ187699,Doogler Cookie Jar,Google,Doogler Cookie Jar,US$44.80,2,US$22.40
9196724,Google Women's Tech Fleece Vest Charcoal,Google,Apparel,US$44.24,1,US$44.24
9196784,Google Emoji Magnet Set,Google,Small Goods,US$44.00,5,US$8.80
9201585,Google Navy French Terry Zip Hoodie,Google,Apparel,US$44.00,1,US$44.00
9203388,Google Sweatshirt Brick Red,(not set),Apparel,US$44.00,1,US$44.00
9203394,Google Tonal Sweatshirt Stone Gray,(not set),Apparel,US$44.00,1,US$44.00
GGOEGAED176313,Google Sweatshirt Brick Red,(not set),Google Sweatshirt Brick Red,US$44.00,1,US$44.00
9196381,Google Mural Notebook,Google,Collections,US$43.68,3,US$14.56
GGOEGCKR133899,Google Cambridge Campus Sticker,Google,View All-Campus Collection,US$43.68,36,US$1.21
9201550,Google Vintage Navy Tee,Google,Apparel,US$43.20,2,US$21.60
9202465,Google Unisex V-neck Tee,Google,Apparel,US$43.20,2,US$21.60
9203314,Google Tonal Shirt Marine Blue,(not set),Apparel,US$43.20,2,US$21.60
GGOEGAEA199699,Chrome Dino Holiday Sock,Chrome Dino,Apparel,US$43.20,3,US$14.40
GGOEGAEC164614,Google Vintage Navy Tee,Google,Google Vintage Navy Tee,US$43.20,2,US$21.60
GGOEGAEC164615,Google Vintage Navy Tee,Google,Google,US$43.20,2,US$21.60
GGOEGAYH126915,Stan and Friends Youth Tee Green,Google,Clearance,US$42.50,4,US$10.62
9203380,YouTube Ultralight Embroidered Sweatshirt,(not set),Apparel,US$42.40,1,US$42.40
9203681,Google Bike Ultralight Sweatshirt,Google,Apparel,US$42.40,1,US$42.40
9203682,Google Bike Ultralight Sweatshirt,Google,Apparel,US$42.40,1,US$42.40
9203067,Google Cloud Sticker,Google Cloud,New,US$42.00,34,US$1.24
GGOEGAEH126516,Google Beekeepers Tee Mint,Google,Clearance,US$42.00,3,US$14.00
GGOEGAWN127348,Google Beekeepers Onesie Pink,Google,Clearance,US$42.00,3,US$14.00
GGOEGAWN127353,Google Beekeepers Onesie Pink,Google,Clearance,US$42.00,3,US$14.00
GGOEGBJJ099499,Google Utility Bag Grey,Google,Bags,US$42.00,7,US$6.00
GGOEYHPB190310,YouTube Recycled Black Cap,YouTube,Apparel,US$42.00,2,US$21.00
9200364,Google Shoreline Water Bottle,Google Cloud,Google Shoreline Water Bottle,US$41.60,2,US$20.80
9201708,Google New York Campus Patch Set,Google,Campus Collection,US$41.60,3,US$13.87
9203455,Google Cloud Packable Lightweight Jacket,(not set),Apparel,US$41.60,1,US$41.60
9203456,Google Cloud Packable Lightweight Jacket,(not set),Apparel,US$41.60,1,US$41.60
GGOECDHQ163999,Google Shoreline Water Bottle,Google Cloud,New,US$41.60,2,US$20.80
GGOEGAAB118913,Google Unisex Eco Tee Black,Google,Shop by Brand,US$41.60,2,US$20.80
GGOEGAAB118914,Google Unisex Eco Tee Black,Google,Apparel,US$41.60,2,US$20.80
GGOEGAAB118914,Google Unisex Eco Tee Black,Google,Bags,US$41.60,2,US$20.80
GGOEGAAB118914,Google Unisex Eco Tee Black,Google,Google Unisex Eco Tee Black,US$41.60,2,US$20.80
GGOEGAAB118914,Google Unisex Eco Tee Black,Google,Shop by Brand,US$41.60,2,US$20.80
GGOEGAAB118916,Google Unisex Eco Tee Black,Google,Apparel,US$41.60,2,US$20.80
GGOEGAAB118917,Google Unisex Eco Tee Black,Google,Apparel,US$41.60,2,US$20.80
GGOEGAEB125316,Google Unisex Pride Eco-Tee Black,Google,Apparel,US$41.60,2,US$20.80
GGOEGAEJ178513,Google Cloud Packable Lightweight Jacket,(not set),Apparel,US$41.60,1,US$41.60
GGOEGAEJ178518,Google Cloud Packable Lightweight Jacket,(not set),Apparel,US$41.60,1,US$41.60
GGOEGALB119013,Google Women's Eco Tee Black,Google,New,US$41.60,2,US$20.80
GGOEGCBA169499,Google Kirkland Campus Patch Set,Google,View All-Campus Collection,US$41.60,3,US$13.87
9195882,Unisex Google Pocket Tee Grey,Google,Collections,US$40.60,3,US$13.53
9196894,Google Cork Card Holder,Google,Collections,US$40.32,3,US$13.44
GGOEGOCL092999,Google Small Standard Journal Navy,Google,Notebooks & Journals,US$40.30,7,US$5.76
9203669,Chrome Dino Zipper Pull,Chrome Dino,Lifestyle,US$40.00,9,US$4.44
GGCOGALC157013,Google Land & Sea Women's Eco Tee,Google,Collections,US$40.00,2,US$20.00
GGCOGALC157014,Google Land & Sea Women's Eco Tee,Google,Collections,US$40.00,2,US$20.00
GGOECAAB202015,InfraMod Black Unisex Organic Tee,(not set),InfraMod,US$40.00,2,US$20.00
GGOECAAB202016,InfraMod Black Unisex Organic Tee,(not set),InfraMod,US$40.00,2,US$20.00
GGOEGAEJ168517,Google Campus Unisex Tee,Google,Google Campus Unisex Tee,US$40.00,2,US$20.00
GGOEGAWB113545,Google Infant Charcoal Onesie,Google,Google Infant Charcoal Onesie,US$40.00,2,US$20.00
GGOEGAYN127115,Google Beekeepers Youth Tee Pink,Google,Clearance,US$40.00,4,US$10.00
GGOEGCBA105099,Google Magnet,Google,Google,US$40.00,6,US$6.67
GGOEGCBJ178099,Google Elephant Baby Blanket,(not set),Apparel,US$40.00,2,US$20.00
GGOEGDHG162299,Google Land & Sea Nalgene Water Bottle,Google,Men's,US$40.00,2,US$20.00
9195801,YouTube Icon Tee Grey,YouTube,Apparel,US$39.60,2,US$19.80
9196684,Google Toddler Hero Tee Olive,Google,Apparel,US$38.40,2,US$19.20
9200349,Google Navy Polo,Google,Apparel,US$38.40,1,US$38.40
GGOEGAEC163215,Google Navy Polo,Google,New,US$38.40,1,US$38.40
GGOEGAWD170710,Google Oatmeal  Bear Ear Baby Hat,Google,Google Oatmeal  Bear Ear Baby Hat,US$38.40,3,US$12.80
GGOEGAXH135755,Google Toddler Hero Tee Olive,Google,Uncategorized Items,US$38.40,2,US$19.20
GGOEGAYR136115,Google Youth Hero Tee Maroon,Google,Apparel,US$38.40,2,US$19.20
GGOEGCBA169799,Google Sunnyvale Campus Patch Set,Google,Campus Collection,US$38.40,3,US$12.80
GGOEGDHB107099,Google Canteen Bottle Black,Google,Collections,US$38.40,2,US$19.20
GGOEGDWQ123399,Google Perk Thermal Tumbler,Google,Women's,US$38.40,2,US$19.20
GGOEGDWQ185599,Google Two-tone Jade Mug,Google,Collections,US$38.40,3,US$12.80
GGOEGKXC200155,Google Indigo Toddler Tee,Google,Google Indigo Toddler Tee,US$38.40,2,US$19.20
GGOEYHPB121110,YouTube Leather Strap Hat Black,YouTube,Apparel,US$38.08,4,US$9.52
GGCNCAAJ102817,Google Cloud Eco Classic Tee,(not set),Apparel,US$38.00,1,US$38.00
9195787,Google Unisex 3/4 Raglan Red,Google,Clearance,US$37.80,2,US$18.90
9200357,Google Grey Women's Tee,Google,Apparel,US$37.80,2,US$18.90
GGOEAFKA087599,Android Large Removable Sticker Sheet,Android,Android Large Removable Sticker Sheet,US$37.38,19,US$1.97
9197035,Android Pocket Toddler Tee White,Android,Apparel,US$36.80,2,US$18.40
9197036,Android Pocket Toddler Tee White,Android,Apparel,US$36.80,2,US$18.40
9197037,Android Pocket Toddler Tee White,Android,Apparel,US$36.80,2,US$18.40
GGCNGDWQ101499,Google Speckled Camp Mug White,(not set),${productitem.product.origCatName},US$36.80,2,US$18.40
GGOEGAEB197113,Mixed Googlers Unisex Hoodie,(not set),Apparel,US$36.80,1,US$36.80
GGOEGAEB197117,Mixed Googlers Unisex Hoodie,(not set),Apparel,US$36.80,1,US$36.80
GGOEGALB197212,Mixed Googlers Fitted Hoodie,(not set),Apparel,US$36.80,1,US$36.80
GGOEGALQ118115,Womens Google Striped LS,Google,Clearance,US$36.54,2,US$18.27
GGOEGCKT149599,Google Bellevue Campus Sticker,Google,View All-Campus Collection,US$36.40,29,US$1.26
GGOEAFBA115499,Android Techie 3D Framed Art,Android,Clearance,US$36.00,2,US$18.00
GGOEAFBA115499,Android Techie 3D Framed Art,Android,Google Bike,US$36.00,2,US$18.00
GGOEAFBA115499,Android Techie 3D Framed Art,Android,Writing Instruments,US$36.00,2,US$18.00
GGOEGAEC134910,Google Speckled Beanie Navy,Google,Shop by Brand,US$36.00,2,US$18.00
GGOEGAEJ104012,Google Tudes Recycled Tee,Google,Drinkware,US$36.00,3,US$12.00
GGOEGAEJ104013,Google Tudes Recycled Tee,Google,Apparel,US$36.00,3,US$12.00
GGOEGAYB113715,Google Youth FC Zip Hoodie,Google,Apparel,US$36.00,1,US$36.00
GGOEYDWB179399,"YouTube Listen, Share Mug",YouTube,Stationery,US$36.00,3,US$12.00
GGOEACBA104599,Android SM S/F18 Sticker Sheet,Android,Collections,US$35.28,20,US$1.76
GGOEGAQB107812,Google Women's Grid Zip-Up,Google,Apparel,US$35.28,1,US$35.28
GGOEGAQB107817,Google Women's Grid Zip-Up,Google,Apparel,US$35.28,1,US$35.28
9184842,Google Tee Red,Google,Clearance,US$35.20,4,US$8.80
GGOEGBJH168299,Google Earth Day Hemp Tote,Google,Collections,US$35.20,2,US$17.60
GGOEGOAA183099,Google Sustainable PHA Pen,Google,Collections,US$35.20,4,US$8.80
GGOEYAEB120213,YouTube Icon Tee Charcoal,YouTube,Apparel,US$35.20,2,US$17.60
GGOEYAEJ120317,YouTube Icon Tee Grey,YouTube,Apparel,US$35.20,2,US$17.60
GGCOGCBC101399,#IamRemarkable Lapel Pin,#IamRemarkable,#IamRemarkable,US$35.00,8,US$4.38
GGOEGAEM126414,Android Garden Tee Orange,Android,Clearance,US$34.80,3,US$11.60
GGOEGBBC122499,Google Campus Bike Carry Pouch,Google,Clearance,US$34.72,7,US$4.96
GGCOGAEJ153712,Google TYCTWD Charcoal Tee,Google,Clearance,US$34.00,2,US$17.00
GGOEGFKA086699,Google Emoji Sticker Pack,Google,Apparel,US$34.00,8,US$4.25
GGOEYHBB102199,YouTube Twill Sandwich Cap Black,YouTube,Apparel,US$33.80,3,US$11.27
9197367,Google Boulder Campus Bottle,Google,View All-Campus Collection,US$33.60,3,US$11.20
9199130,Super G Unisex Joggers,Google,Collections,US$33.60,1,US$33.60
9199737,Super G Unisex Joggers,Google,Super G Unisex Joggers,US$33.60,1,US$33.60
9200358,Google Grey Women's Tee,Google,Apparel,US$33.60,2,US$16.80
9203397,Google Unisex Jogger,(not set),Apparel,US$33.60,1,US$33.60
9203400,Google Unisex Jogger,(not set),Apparel,US$33.60,1,US$33.60
GGOEACBA104599,Android SM S/F18 Sticker Sheet,Android,Men's,US$33.60,20,US$1.68
GGOEACBA104699,Android Lumberjack Pin,Android,Android Lumberjack Pin,US$33.60,7,US$4.80
GGOEGCBA105099,Google Magnet,Google,Fun,US$33.60,5,US$6.72
GGOEGCBA105099,Google Magnet,Google,Google Bike,US$33.60,5,US$6.72
GGOEGCBA105099,Google Magnet,Google,Lifestyle,US$33.60,5,US$6.72
GGOEGCKA166399,Google Sticker,Google,Google Sticker,US$33.60,28,US$1.20
GGOEGHPB120910,Google Leather Strap Hat Black,Google,Collections,US$33.60,2,US$16.80
GGOEGHPB190410,Google Classic Logo Cap,Google,Collections,US$33.60,2,US$16.80
GGOEGOAR090099,Google Light Pen Red,Google,Google Light Pen Red,US$33.60,20,US$1.68
GGOEYHPB190310,YouTube Recycled Black Cap,YouTube,Lifestyle,US$33.60,2,US$16.80
GGOEYHPB190310,YouTube Recycled Black Cap,YouTube,YouTube Recycled Black Cap,US$33.60,2,US$16.80
9203294,Android Navy Sunglasses,(not set),New,US$33.00,7,US$4.71
GGOEGFKA086699,Google Emoji Sticker Pack,Google,Google,US$33.00,8,US$4.12
9195296,Android Super Hero 3D Framed Art,Android,Accessories,US$32.00,2,US$16.00
GGOEAFBA115499,Android Techie 3D Framed Art,Android,Shop by Brand,US$32.00,2,US$16.00
GGOEGAEJ135510,Google Speckled Beanie Grey,Google,New,US$32.00,2,US$16.00
GGOEGAYB116715,Google Youth F/C Pullover Hoodie,Google,Apparel,US$32.00,1,US$32.00
GGOEGBJJ171099,Google Campus Tote,Google,Collections,US$32.00,2,US$16.00
GGOEGCKA198299,Google Hologram MTV Campus Sticker,Google,Google Hologram MTV Campus Sticker,US$32.00,16,US$2.00
GGOEGEBA164399,Google Bot (Multicolored),Google,New,US$32.00,4,US$8.00
GGOEGFBQ156799,Mommy Works at Google Book,(not set),Mommy Works at Google Book,US$32.00,2,US$16.00
GGOEGOLC187099,Google Recycled Navy Journal,Google,New,US$32.00,2,US$16.00
9196779,Google Sherpa Vest Black,Google,Apparel,US$31.60,1,US$31.60
9201698,Google Patch,Google,Lifestyle,US$31.50,8,US$3.94
GGOEAAYH130214,Android Pocket Youth Tee Green,Android,Apparel,US$31.50,2,US$15.75
GGOEGAEH126518,Google Beekeepers Tee Mint,Google,Clearance,US$31.50,2,US$15.75
9196737,Google Felt Refillable Journal,Google,Collections,US$31.36,2,US$15.68
GGCOGAWT154347,Google TYCTWD Yellow Baby Onesie,Google,Clearance,US$31.28,2,US$15.64
9196909,#IamRemarkable Unisex T-Shirt,#IamRemarkable,Apparel,US$31.20,3,US$10.40
9196914,#IamRemarkable Ladies T-Shirt,#IamRemarkable,Apparel,US$31.20,3,US$10.40
GGCNGAAB102718,Google Eco Classic Tee,(not set),Apparel,US$31.20,1,US$31.20
GGOEAAEL130814,Android Iconic Crewneck Sweatshirt,Android,Clearance,US$30.80,1,US$30.80
GGCNCAAJ102813,Google Cloud Eco Classic Tee,(not set),Apparel,US$30.40,1,US$30.40
GGCNCAAJ102818,Google Cloud Eco Classic Tee,(not set),Apparel,US$30.40,1,US$30.40
GGOEGAAA203513,Super G Breton Striped Unisex Tee,(not set),Apparel,US$30.40,1,US$30.40
GGOEGAAA203515,Super G Breton Striped Unisex Tee,(not set),Apparel,US$30.40,1,US$30.40
GGOEGAEB197018,Mixed Googlers Unisex Eco Tee,(not set),Apparel,US$30.40,1,US$30.40
GGOEGALB203612,Super G Breton Striped Women's Tee,(not set),Apparel,US$30.40,1,US$30.40
GGOEGALB203613,Super G Breton Striped Women's Tee,(not set),Apparel,US$30.40,1,US$30.40
9197404,Google SF Campus Unisex Tee,Google,Clearance,US$30.00,3,US$10.00
GGOEGAED161616,Google Land & Sea Unisex Tee,Google,Clearance,US$30.00,3,US$10.00
GGOEGAEH148713,Google Seattle Campus Unisex Tee,Google,Clearance,US$30.00,3,US$10.00
GGOEGALC133615,Google Cambridge Campus Ladies Tee,Google,View All-Campus Collection,US$30.00,3,US$10.00
GGCNGAAC102912,Google Slate Jersey Tee,(not set),Apparel,US$29.60,1,US$29.60
GGCNGAAC102916,Google Slate Jersey Tee,(not set),Apparel,US$29.60,1,US$29.60
GGCNGAAC102917,Google Slate Jersey Tee,(not set),Apparel,US$29.60,1,US$29.60
9196868,Stainless Straight Straw/Cleaner,Google,Collections,US$29.40,10,US$2.94
9196992,Google Chicago Campus Zip Hoodie,Google,View All-Campus Collection,US$29.00,1,US$29.00
9197384,Google LA Campus Zip Hoodie,Google,Clearance,US$29.00,1,US$29.00
9203319,Google Gradient Blue Sunglasses,(not set),New,US$29.00,7,US$4.14
GGOEGAEJ144112,Google Boulder Campus Zip Hoodie,Google,Clearance,US$29.00,1,US$29.00
9203675,Google Holiday Sock,Google,Apparel,US$28.80,2,US$14.40
9203683,Super G Small Cable Organizer,Google,Stationery,US$28.80,12,US$2.40
GGOEACBA116699,Noogler Android Figure,Android,Noogler Android Figure,US$28.80,2,US$14.40
GGOEGAEA199699,Chrome Dino Holiday Sock,Chrome Dino,Men's,US$28.80,2,US$14.40
GGOEGFKA194899,Chrome Dino Keyboard Sticker,Chrome Dino,Lifestyle,US$28.80,16,US$1.80
GGOEGHPB175510,Google Speckled Pom Hat Black,(not set),#IamRemarkable,US$28.80,2,US$14.40
GGOEGHPB175510,Google Speckled Pom Hat Black,(not set),Shop by Brand,US$28.80,2,US$14.40
GGOEGOCB131799,Google Black Cork Journal,Google,Collections,US$28.80,3,US$9.60
9196889,Google Medium Pet Collar (Blue/Green),Google,Collections,US$28.00,1,US$28.00
9196890,Google Large Pet Collar (Blue/Green),Google,Collections,US$28.00,1,US$28.00
9197812,Google Large Pet Collar (Red/Yellow),Google,Collections,US$28.00,1,US$28.00
9197813,Google Medium Pet Leash (Red/Yellow),Google,Collections,US$28.00,1,US$28.00
GGOEGAXB113615,Google Toddler FC Zip Hoodie,Google,Apparel,US$28.00,1,US$28.00
GGOEGDHG133099,Google KeepCup,Google,Collections,US$28.00,1,US$28.00
GGOEGHGA118599,Google Blue Kids Sunglasses,Google,Small Goods,US$28.00,7,US$4.00
GGOEGADH134213,Google Crewneck Sweatshirt Green,Google,Apparel,US$27.50,1,US$27.50
9195949,Google Crew Combed Cotton Sock,Google,Collections,US$27.20,2,US$13.60
9196728,Android Iconic Socks,Android,New,US$27.20,2,US$13.60
GGOEGAPH161899,Google Land & Sea Cotton Cap,Google,Collections,US$27.20,2,US$13.60
GGOEGDWH127899,Google Mural Mug,Google,Collections,US$27.20,2,US$13.60
GGOEGDWH162399,Google Land & Sea Mug,Google,Apparel,US$27.20,2,US$13.60
9202467,Google Unisex V-neck Tee,Google,Apparel,US$27.00,1,US$27.00
GGCNCOAJ100999,Google Cloud Wheat Pen,(not set),New,US$27.00,13,US$2.08
GGCOGDHC101099,#IamRemarkable Water Bottle,#IamRemarkable,Drinkware,US$27.00,2,US$13.50
GGOEADHH129499,Android Iconic Glass Bottle Green,Android,Android Iconic Glass Bottle Green,US$26.88,2,US$13.44
9184866,Google Tee Blue,Google,Clearance,US$26.40,3,US$8.80
GGOEGOAB177499,Google Black Wheat Pen,(not set),Women's,US$26.25,15,US$1.75
9196407,Android Garden Tee Orange,Android,Clearance,US$26.10,2,US$13.05
GGOEACBA104599,Android SM S/F18 Sticker Sheet,Android,Lifestyle,US$26.04,15,US$1.74
9184988,Google Emoji Sticker Pack,Google,Accessories,US$26.00,6,US$4.33
9195959,Google Large Tote White,Google,Bags,US$26.00,2,US$13.00
9196783,YouTube Iconic Play Pin,YouTube,New,US$25.60,4,US$6.40
9201677,Google Campus Sticker Sheet,Google,Campus Collection,US$25.60,4,US$6.40
9201703,Google Kirkland Campus Patch Set,Google,Campus Collection,US$25.60,2,US$12.80
9201705,Google San Francisco Campus Patch Set,Google,Campus Collection,US$25.60,2,US$12.80
9203664,For Everyone Google Tee,Google,Apparel,US$25.60,1,US$25.60
GGOEAHPL131010,Android Iconic Hat White,Android,Collections,US$25.60,2,US$12.80
GGOEGCBA169099,Google Cambridge Campus Patch Set,Google,Campus Collection,US$25.60,2,US$12.80
GGOEGDWQ180999,Google Cloud Clay Mug,Google Cloud,Google Cloud Clay Mug,US$25.60,2,US$12.80
GGOEGDWQ180999,Google Cloud Clay Mug,Google Cloud,Shop by Brand,US$25.60,2,US$12.80
GGOEGDWQ185599,Google Two-tone Jade Mug,Google,Google Two-tone Jade Mug,US$25.60,2,US$12.80
9201684,Google Campus Unisex Tee,Google,Apparel,US$25.00,1,US$25.00
GGOEGAYB113016,Google Youth FC Tee Charcoal,Google,Apparel,US$25.00,1,US$25.00
GGOEGAEJ205112,GFiber Tee,GFiber,GFiber,US$24.80,1,US$24.80
GGOEGCBT136699,Google Yellow YoYo,Google,New,US$24.80,7,US$3.54
9197396,Google LA Campus Tote,Google,Collections,US$24.64,4,US$6.16
GGOEGALB125415,Google Women's Pride Eco-Tee Black,Google,Clearance,US$24.64,2,US$12.32
9195206,Google F/C Longsleeve Ash,Google,Apparel,US$24.00,1,US$24.00
9195230,Google Youth FC Longsleeve Charcoal,Google,Apparel,US$24.00,1,US$24.00
9195231,Google Youth FC Longsleeve Charcoal,Google,Apparel,US$24.00,1,US$24.00
9196845,Android Iconic Sticker Sheet,Android,New,US$24.00,10,US$2.40
9202819,Google Bike Eco Tee,Google,Apparel,US$24.00,1,US$24.00
GGOECOAQ163799,Google Cloud Pen,Google Cloud,Google Cloud Pen,US$24.00,10,US$2.40
GGOEGAAC134412,Google Navy Speckled Tee,Google,View All-Campus Collection,US$24.00,2,US$12.00
GGOEGAAR134512,Google Red Speckled Tee,Google,Google Red Speckled Tee,US$24.00,2,US$12.00
GGOEGAEJ104015,Google Tudes Recycled Tee,Google,Clearance,US$24.00,2,US$12.00
GGOEGALB205712,AGN NY 2022 Women's Tee,(not set),Home,US$24.00,1,US$24.00
GGOEGALB205715,AGN NY 2022 Women's Tee,(not set),Home,US$24.00,1,US$24.00
GGOEGOLA185699,Google Notable Notebooks Set,Google,Collections,US$24.00,2,US$12.00
9200365,Google Cloud Moleskine Go Pen,Google Cloud,Shop by Brand,US$23.40,3,US$7.80
9196805,Android Pocket Tee Green,Android,Apparel,US$23.20,1,US$23.20
9196806,Android Pocket Tee Green,Android,Apparel,US$23.20,1,US$23.20
9196807,Android Pocket Tee Green,Android,Apparel,US$23.20,1,US$23.20
9197019,Google Austin Campus Zip Hoodie,Google,View All-Campus Collection,US$23.20,1,US$23.20
9197353,Google Boulder Campus Zip Hoodie,Google,Clearance,US$23.20,1,US$23.20
9197385,Google LA Campus Zip Hoodie,Google,Clearance,US$23.20,1,US$23.20
9197411,Google SF Campus Zip Hoodie,Google,Clearance,US$23.20,1,US$23.20
9197705,Google PNW Campus Zip Hoodie,Google,Clearance,US$23.20,1,US$23.20
GGOEAAEL129715,Android Pocket Tee Navy,Android,Apparel,US$23.20,1,US$23.20
GGOEGAEB140413,Google NYC Campus Zip Hoodie,Google,View All-Campus Collection,US$23.20,1,US$23.20
GGOEGALL146117,Google LA Campus Ladies Tee,Google,Clearance,US$22.50,2,US$11.25
mcs165230,(not set),(not set),(not set),US$22.50,1,US$22.50
9196380,Google Mural Sticky Note Pad,Google,Collections,US$22.40,2,US$11.20
9196978,Google Chicago Campus Bottle,Google,View All-Campus Collection,US$22.40,2,US$11.20
9197568,Google PNW Campus Bottle,Google,View All-Campus Collection,US$22.40,2,US$11.20
9203335,Google Tonal Brick Tee,(not set),Apparel,US$22.40,1,US$22.40
9203336,Google Tonal Brick Tee,(not set),Apparel,US$22.40,1,US$22.40
9203362,YouTube Shadow Tumbler,(not set),New,US$22.40,1,US$22.40
GGOEGAAL204517,Google Marled Midnight Tee,(not set),Apparel,US$22.40,1,US$22.40
GGOEGAAL204518,Google Marled Midnight Tee,(not set),Apparel,US$22.40,1,US$22.40
GGOEGAEQ188917,Google Classic White Organic F/C Tee,Google,Apparel,US$22.40,1,US$22.40
GGOEGDWB202599,Chrome Dino Holiday Mug,Chrome Dino,Chrome Dino Holiday Mug,US$22.40,2,US$11.20
GGOEACBA104599,Android SM S/F18 Sticker Sheet,Android,Shop by Brand,US$22.26,13,US$1.71
GGOEGADH134214,Google Crewneck Sweatshirt Green,Google,Apparel,US$22.00,1,US$22.00
GGOEGADH134215,Google Crewneck Sweatshirt Green,Google,Apparel,US$22.00,1,US$22.00
GGOEGAEH090612,Google Tee Green,Google,Shop by Brand,US$22.00,2,US$11.00
GGOEGHGA118599,Google Blue Kids Sunglasses,Google,Lifestyle,US$22.00,5,US$4.40
GGOEYAEJ120313,YouTube Icon Tee Grey,YouTube,YouTube Icon Tee Grey,US$22.00,1,US$22.00
9197603,Google Kirkland Campus Mug,Google,View All-Campus Collection,US$21.84,3,US$7.28
GGOEGDWM145899,Google LA Campus Mug,Google,View All-Campus Collection,US$21.84,3,US$7.28
9203315,Google Tonal Shirt Marine Blue,(not set),Apparel,US$21.60,1,US$21.60
GGOEGCKD141999,Google Cork Key Ring,Google,Collections,US$21.60,3,US$7.20
GGOEYDHB086099,YouTube Transmission Bottle Black,YouTube,Drinkware,US$21.60,2,US$10.80
9197396,Google LA Campus Tote,Google,View All-Campus Collection,US$21.56,3,US$7.19
9184831,Google Light Pen Green,Google,Writing Instruments,US$21.00,12,US$1.75
GGOEGCBB203299,Chrome Dino Enamel Pin,Chrome Dino,Lifestyle,US$21.00,3,US$7.00
GGOEGFKA086699,Google Emoji Sticker Pack,Google,Collections,US$21.00,5,US$4.20
GGOEGOAQ101299,Google Pen White,Google,Lifestyle,US$21.00,15,US$1.40
9195550,Google Unisex Eco Tee Black,Google,Apparel,US$20.80,1,US$20.80
9195716,Google Women's Eco Tee Black,Google,Women's,US$20.80,1,US$20.80
9196281,Google Unisex Pride Eco-Tee Black,Google,Collections,US$20.80,1,US$20.80
GGOEGAAB118915,Google Unisex Eco Tee Black,Google,Google Unisex Eco Tee Black,US$20.80,1,US$20.80
GGOEGAEB125315,Google Unisex Pride Eco-Tee Black,Google,New,US$20.80,1,US$20.80
GGOEGBJQ125099,Google Large Tote White,Google,Lifestyle,US$20.80,2,US$10.40
GGOEYDHB174899,YouTube Metal Loop Bottle,(not set),Stationery,US$20.80,2,US$10.40
9202839,Google Ombre Pen,Google,New,US$20.30,13,US$1.56
GGOEGDWM143799,Google Boulder Campus Mug,Google,View All-Campus Collection,US$20.16,3,US$6.72
9196427,Stan and Friends Tee Green,Google,Clearance,US$20.00,2,US$10.00
9196428,Stan and Friends Tee Green,Google,Clearance,US$20.00,2,US$10.00
9196841,Android Pocket Youth Tee Navy,Android,Apparel,US$20.00,1,US$20.00
9196980,Google Chicago Campus Unisex Tee,Google,View All-Campus Collection,US$20.00,2,US$10.00
9197561,Google PNW Campus Ladies Tee,Google,Clearance,US$20.00,2,US$10.00
9199081,Google Land & Sea Women's Eco Tee,Google,Collections,US$20.00,1,US$20.00
9199082,Google Land & Sea Tote Bag,Google,Collections,US$20.00,1,US$20.00
GGOEAFBA115599,Android Super Hero 3D Framed Art,Android,Women's,US$20.00,1,US$20.00
GGOECAAB202014,InfraMod Black Unisex Organic Tee,(not set),InfraMod,US$20.00,1,US$20.00
GGOECAAC201913,InfraMod Blue Unisex Organic Tee,(not set),InfraMod,US$20.00,1,US$20.00
GGOECAAC201915,InfraMod Blue Unisex Organic Tee,(not set),InfraMod,US$20.00,1,US$20.00
